config_type,key,file,line,symbol,context,usage_surface,note
cli_option,--agentdb,v3/@claude-flow/cli/src/commands/init.ts,562,skills,"{ name: 'agentdb', description: 'Install AgentDB skills', type: 'boolean', default: false },",runtime,declared in command options[]
cli_option,--agents,v3/@claude-flow/cli/src/commands/hooks.ts,3815,token-optimize,"{ name: 'agents', short: 'A', type: 'number', description: 'Agent count for optimal config', default: '6' },",runtime,declared in command options[]
cli_option,--agents,v3/@claude-flow/cli/src/commands/swarm.ts,614,scale,"name: 'agents',",runtime,declared in command options[]
cli_option,--agents,v3/@claude-flow/cli/src/commands/swarm.ts,669,coordinate,"name: 'agents',",runtime,declared in command options[]
cli_option,--agents-only,v3/@claude-flow/cli/src/commands/session.ts,294,restore,"name: 'agents-only',",runtime,declared in command options[]
cli_option,--aggressive,v3/@claude-flow/cli/src/commands/hive-mind.ts,999,optimize-memory,"name: 'aggressive',",runtime,declared in command options[]
cli_option,--alerts,v3/@claude-flow/cli/src/commands/process.ts,237,monitor,"name: 'alerts',",runtime,declared in command options[]
cli_option,--all,v3/@claude-flow/cli/src/commands/agent.ts,173,list,"name: 'all',",runtime,declared in command options[]
cli_option,--all,v3/@claude-flow/cli/src/commands/hooks.ts,2389,status,"{ name: 'all', short: 'a', type: 'boolean', description: 'Include completed workers' },",runtime,declared in command options[]
cli_option,--all,v3/@claude-flow/cli/src/commands/init.ts,560,skills,"{ name: 'all', description: 'Install all skills', type: 'boolean', default: false },",runtime,declared in command options[]
cli_option,--all,v3/@claude-flow/cli/src/commands/init.ts,616,hooks,"{ name: 'all', description: 'Enable all hooks', type: 'boolean', default: true },",runtime,declared in command options[]
cli_option,--all,v3/@claude-flow/cli/src/commands/providers.ts,102,test,"{ name: 'all', short: 'a', type: 'boolean', description: 'Test all configured providers' },",runtime,declared in command options[]
cli_option,--all,v3/@claude-flow/cli/src/commands/session.ts,62,list,"name: 'all',",runtime,declared in command options[]
cli_option,--all,v3/@claude-flow/cli/src/commands/task.ts,267,list,"name: 'all',",runtime,declared in command options[]
cli_option,--analyze,v3/@claude-flow/cli/src/commands/ruvector/optimize.ts,45,optimize,"name: 'analyze',",runtime,declared in command options[]
cli_option,--anonymize,v3/@claude-flow/cli/src/commands/transfer-store.ts,298,publish,"{ name: 'anonymize', short: 'a', type: 'string', description: 'Anonymization level', default: 'strict' },",runtime,declared in command options[]
cli_option,--apply,v3/@claude-flow/cli/src/commands/guidance.ts,344,optimize,"{ name: 'apply', short: 'a', type: 'boolean', description: 'Apply optimizations to the file', default: 'false' },",runtime,declared in command options[]
cli_option,--apply,v3/@claude-flow/cli/src/commands/issues.ts,469,rebalance,"{ name: 'apply', type: 'boolean', default: false, description: 'Apply changes' },",runtime,declared in command options[]
cli_option,--apply,v3/@claude-flow/cli/src/commands/performance.ts,530,optimize,"{ name: 'apply', short: 'a', type: 'boolean', description: 'Apply recommended optimizations' },",runtime,declared in command options[]
cli_option,--apply,v3/@claude-flow/cli/src/commands/ruvector/optimize.ts,52,optimize,"name: 'apply',",runtime,declared in command options[]
cli_option,--assign,v3/@claude-flow/cli/src/commands/task.ts,96,create,"name: 'assign',",runtime,declared in command options[]
cli_option,--auto-configure,v3/@claude-flow/cli/src/commands/hooks.ts,3766,session-start,"name: 'auto-configure',",runtime,declared in command options[]
cli_option,--auto-dispatch,v3/@claude-flow/cli/src/commands/hooks.ts,2504,detect,"{ name: 'auto-dispatch', short: 'a', type: 'boolean', description: 'Automatically dispatch detected workers' },",runtime,declared in command options[]
cli_option,--auto-scale,v3/@claude-flow/cli/src/commands/agent.ts,549,pool,"name: 'auto-scale',",runtime,declared in command options[]
cli_option,--auto-scale,v3/@claude-flow/cli/src/commands/swarm.ts,206,init,"name: 'auto-scale',",runtime,declared in command options[]
cli_option,--auto-spawn,v3/@claude-flow/cli/src/commands/hooks.ts,1460,pre-task,"name: 'auto-spawn',",runtime,declared in command options[]
cli_option,--auto-tools,v3/@claude-flow/cli/src/commands/agent.ts,73,spawn,"name: 'auto-tools',",runtime,declared in command options[]
cli_option,--available,v3/@claude-flow/cli/src/commands/plugins.ts,30,list,"{ name: 'available', short: 'a', type: 'boolean', description: 'Show available plugins from registry' },",runtime,declared in command options[]
cli_option,--backend,v3/@claude-flow/cli/src/commands/memory.ts,653,configure,"name: 'backend',",runtime,declared in command options[]
cli_option,--backend,v3/@claude-flow/cli/src/commands/memory.ts,1196,init,"name: 'backend',",runtime,declared in command options[]
cli_option,--background,v3/@claude-flow/cli/src/commands/daemon.ts,21,start,"{ name: 'background', short: 'b', type: 'boolean', description: 'Run daemon in background (detached process)', default: true },",runtime,declared in command options[]
cli_option,--background,v3/@claude-flow/cli/src/commands/embeddings.ts,1437,warmup,"{ name: 'background', short: 'b', type: 'boolean', description: 'Run warmup in background daemon', default: 'false' },",runtime,declared in command options[]
cli_option,--backup,v3/@claude-flow/cli/src/commands/migrate.ts,96,run,"name: 'backup',",runtime,declared in command options[]
cli_option,--backup-id,v3/@claude-flow/cli/src/commands/migrate.ts,243,rollback,"name: 'backup-id',",runtime,declared in command options[]
cli_option,--batch-size,v3/@claude-flow/cli/src/commands/embeddings.ts,1525,benchmark,"{ name: 'batch-size', short: 'b', type: 'number', description: 'Batch size for batch test', default: '5' },",runtime,declared in command options[]
cli_option,--batch-size,v3/@claude-flow/cli/src/commands/neural.ts,21,train,"{ name: 'batch-size', short: 'b', type: 'number', description: 'Batch size', default: '32' },",runtime,declared in command options[]
cli_option,--batch-size,v3/@claude-flow/cli/src/commands/ruvector/benchmark.ts,97,benchmark,"name: 'batch-size',",runtime,declared in command options[]
cli_option,--batch-size,v3/@claude-flow/cli/src/commands/ruvector/import.ts,125,import,"name: 'batch-size',",runtime,declared in command options[]
cli_option,--bits,v3/@claude-flow/cli/src/commands/memory.ts,899,compress,"name: 'bits',",runtime,declared in command options[]
cli_option,--build-hnsw,v3/@claude-flow/cli/src/commands/memory.ts,268,search,"name: 'build-hnsw',",runtime,declared in command options[]
cli_option,--cache-size,v3/@claude-flow/cli/src/commands/embeddings.ts,663,init,"{ name: 'cache-size', type: 'string', description: 'LRU cache entries', default: '256' },",runtime,declared in command options[]
cli_option,--cache-size,v3/@claude-flow/cli/src/commands/memory.ts,665,configure,"name: 'cache-size',",runtime,declared in command options[]
cli_option,--capability,v3/@claude-flow/cli/src/commands/providers.ts,140,models,"{ name: 'capability', short: 'c', type: 'string', description: 'Filter by capability: chat, completion, embedding' },",runtime,declared in command options[]
cli_option,--categories,v3/@claude-flow/cli/src/commands/transfer-store.ts,295,publish,"{ name: 'categories', short: 'c', type: 'string', description: 'Categories (comma-separated)', required: true },",runtime,declared in command options[]
cli_option,--category,v3/@claude-flow/cli/src/commands/hooks.ts,1073,metrics,"name: 'category',",runtime,declared in command options[]
cli_option,--category,v3/@claude-flow/cli/src/commands/mcp.ts,370,tools,"name: 'category',",runtime,declared in command options[]
cli_option,--category,v3/@claude-flow/cli/src/commands/neural.ts,1158,list,"{ name: 'category', type: 'string', description: 'Filter by category (security, quality, performance, etc.)' },",runtime,declared in command options[]
cli_option,--category,v3/@claude-flow/cli/src/commands/neural.ts,1303,import,"{ name: 'category', type: 'string', description: 'Only import patterns from specific category' },",runtime,declared in command options[]
cli_option,--category,v3/@claude-flow/cli/src/commands/plugins.ts,31,list,"{ name: 'category', short: 'c', type: 'string', description: 'Filter by category' },",runtime,declared in command options[]
cli_option,--category,v3/@claude-flow/cli/src/commands/plugins.ts,733,search,"{ name: 'category', short: 'c', type: 'string', description: 'Filter by category' },",runtime,declared in command options[]
cli_option,--category,v3/@claude-flow/cli/src/commands/transfer-store.ts,24,list,"{ name: 'category', short: 'c', type: 'string', description: 'Filter by category' },",runtime,declared in command options[]
cli_option,--category,v3/@claude-flow/cli/src/commands/transfer-store.ts,129,search,"{ name: 'category', short: 'c', type: 'string', description: 'Filter by category' },",runtime,declared in command options[]
cli_option,--check,v3/@claude-flow/cli/src/commands/embeddings.ts,914,normalize,"{ name: 'check', short: 'c', type: 'boolean', description: 'Check if already normalized' },",runtime,declared in command options[]
cli_option,--check,v3/@claude-flow/cli/src/commands/security.ts,241,cve,"{ name: 'check', short: 'c', type: 'string', description: 'Check specific CVE ID' },",runtime,declared in command options[]
cli_option,--cid,v3/@claude-flow/cli/src/commands/neural.ts,1160,list,"{ name: 'cid', type: 'string', description: 'Custom registry CID (default: official registry)' },",runtime,declared in command options[]
cli_option,--cid,v3/@claude-flow/cli/src/commands/neural.ts,1299,import,"{ name: 'cid', short: 'c', type: 'string', description: 'IPFS CID to import from' },",runtime,declared in command options[]
cli_option,--claim,v3/@claude-flow/cli/src/commands/claims.ts,57,check,"{ name: 'claim', short: 'c', type: 'string', description: 'Claim to check', required: true },",runtime,declared in command options[]
cli_option,--claim,v3/@claude-flow/cli/src/commands/claims.ts,201,grant,"{ name: 'claim', short: 'c', type: 'string', description: 'Claim to grant', required: true },",runtime,declared in command options[]
cli_option,--claim,v3/@claude-flow/cli/src/commands/claims.ts,250,revoke,"{ name: 'claim', short: 'c', type: 'string', description: 'Claim to revoke', required: true },",runtime,declared in command options[]
cli_option,--classify,v3/@claude-flow/cli/src/commands/analyze.ts,56,diff,"name: 'classify',",runtime,declared in command options[]
cli_option,--claude,v3/@claude-flow/cli/src/commands/hive-mind.ts,533,spawn,"name: 'claude',",runtime,declared in command options[]
cli_option,--clean,v3/@claude-flow/cli/src/commands/ruvector/backup.ts,408,,"name: 'clean',",runtime,declared in command options[]
cli_option,--cleanup,v3/@claude-flow/cli/src/commands/ruvector/benchmark.ts,103,benchmark,"name: 'cleanup',",runtime,declared in command options[]
cli_option,--clear,v3/@claude-flow/cli/src/commands/update.ts,219,history,"{ name: 'clear', description: 'Clear history', type: 'boolean' },",runtime,declared in command options[]
cli_option,--collection,v3/@claude-flow/cli/src/commands/embeddings.ts,116,search,"{ name: 'collection', short: 'c', type: 'string', description: 'Namespace to search', default: 'default' },",runtime,declared in command options[]
cli_option,--collection,v3/@claude-flow/cli/src/commands/embeddings.ts,525,index,"{ name: 'collection', short: 'c', type: 'string', description: 'Collection/namespace name' },",runtime,declared in command options[]
cli_option,--command,v3/@claude-flow/cli/src/commands/guidance.ts,192,gates,"{ name: 'command', short: 'c', type: 'string', description: 'Command to evaluate' },",runtime,declared in command options[]
cli_option,--command,v3/@claude-flow/cli/src/commands/hooks.ts,283,pre-command,"name: 'command',",runtime,declared in command options[]
cli_option,--command,v3/@claude-flow/cli/src/commands/hooks.ts,399,post-command,"name: 'command',",runtime,declared in command options[]
cli_option,--compact,v3/@claude-flow/cli/src/commands/hooks.ts,3278,statusline,"name: 'compact',",runtime,declared in command options[]
cli_option,--complexity,v3/@claude-flow/cli/src/commands/analyze.ts,397,ast,"name: 'complexity',",runtime,declared in command options[]
cli_option,--component,v3/@claude-flow/cli/src/commands/doctor.ts,432,doctor,"name: 'component',",runtime,declared in command options[]
cli_option,--component,v3/@claude-flow/cli/src/commands/performance.ts,338,metrics,"{ name: 'component', short: 'c', type: 'string', description: 'Component to filter' },",runtime,declared in command options[]
cli_option,--component,v3/@claude-flow/cli/src/commands/performance.ts,578,bottleneck,"{ name: 'component', short: 'c', type: 'string', description: 'Component to analyze' },",runtime,declared in command options[]
cli_option,--components,v3/@claude-flow/cli/src/commands/process.ts,225,monitor,"name: 'components',",runtime,declared in command options[]
cli_option,--compress,v3/@claude-flow/cli/src/commands/ruvector/backup.ts,65,,"name: 'compress',",runtime,declared in command options[]
cli_option,--compress,v3/@claude-flow/cli/src/commands/session.ts,521,export,"name: 'compress',",runtime,declared in command options[]
cli_option,--config-a,v3/@claude-flow/cli/src/commands/guidance.ts,461,ab-test,"{ name: 'config-a', short: 'a', type: 'string', description: 'Path to Config A (baseline CLAUDE.md). Defaults to no guidance.' },",runtime,declared in command options[]
cli_option,--config-b,v3/@claude-flow/cli/src/commands/guidance.ts,462,ab-test,"{ name: 'config-b', short: 'b', type: 'string', description: 'Path to Config B (candidate CLAUDE.md)', default: './CLAUDE.md' },",runtime,declared in command options[]
cli_option,--config-format,v3/@claude-flow/cli/src/commands/hooks.ts,962,build-agents,"name: 'config-format',",runtime,declared in command options[]
cli_option,--consensus,v3/@claude-flow/cli/src/commands/hive-mind.ts,382,init,"name: 'consensus',",runtime,declared in command options[]
cli_option,--consolidation-interval,v3/@claude-flow/cli/src/commands/embeddings.ts,1073,neural,"{ name: 'consolidation-interval', type: 'string', description: 'Memory consolidation interval (ms)', default: '60000' },",runtime,declared in command options[]
cli_option,--container,v3/@claude-flow/cli/src/commands/ruvector/import.ts,165,import,"name: 'container',",runtime,declared in command options[]
cli_option,--content,v3/@claude-flow/cli/src/commands/guidance.ts,193,gates,"{ name: 'content', type: 'string', description: 'Content to check for secrets' },",runtime,declared in command options[]
cli_option,--context,v3/@claude-flow/cli/src/commands/hooks.ts,50,pre-edit,"name: 'context',",runtime,declared in command options[]
cli_option,--context,v3/@claude-flow/cli/src/commands/hooks.ts,503,route,"name: 'context',",runtime,declared in command options[]
cli_option,--context,v3/@claude-flow/cli/src/commands/hooks.ts,2298,dispatch,"{ name: 'context', short: 'c', type: 'string', description: 'Context for the worker (file path, topic)' },",runtime,declared in command options[]
cli_option,--context,v3/@claude-flow/cli/src/commands/hooks.ts,3969,model-route,"{ name: 'context', short: 'c', type: 'string', description: 'Additional context' },",runtime,declared in command options[]
cli_option,--context-size,v3/@claude-flow/cli/src/commands/guidance.ts,345,optimize,"{ name: 'context-size', short: 's', type: 'string', description: 'Target context size: compact, standard, full', default: 'standard' },",runtime,declared in command options[]
cli_option,--contrastive,v3/@claude-flow/cli/src/commands/neural.ts,27,train,"{ name: 'contrastive', type: 'boolean', description: 'Use contrastive learning (InfoNCE)', default: 'true' },",runtime,declared in command options[]
cli_option,--core,v3/@claude-flow/cli/src/commands/init.ts,561,skills,"{ name: 'core', description: 'Install core skills', type: 'boolean', default: true },",runtime,declared in command options[]
cli_option,--count,v3/@claude-flow/cli/src/commands/hive-mind.ts,503,spawn,"name: 'count',",runtime,declared in command options[]
cli_option,--count,v3/@claude-flow/cli/src/commands/process.ts,393,workers,"name: 'count',",runtime,declared in command options[]
cli_option,--critical-only,v3/@claude-flow/cli/src/commands/hooks.ts,2942,coverage-gaps,"name: 'critical-only',",runtime,declared in command options[]
cli_option,--curriculum,v3/@claude-flow/cli/src/commands/neural.ts,28,train,"{ name: 'curriculum', type: 'boolean', description: 'Enable curriculum learning', default: 'false' },",runtime,declared in command options[]
cli_option,--curvature,v3/@claude-flow/cli/src/commands/embeddings.ts,661,init,"{ name: 'curvature', short: 'c', type: 'string', description: 'Poincaré ball curvature (use --curvature=-1 for negative)', default: '-1' },",runtime,declared in command options[]
cli_option,--curvature,v3/@claude-flow/cli/src/commands/embeddings.ts,956,hyperbolic,"{ name: 'curvature', short: 'c', type: 'number', description: 'Hyperbolic curvature', default: '-1' },",runtime,declared in command options[]
cli_option,--daemon,v3/@claude-flow/cli/src/commands/mcp.ts,84,start,"name: 'daemon',",runtime,declared in command options[]
cli_option,--daemon,v3/@claude-flow/cli/src/commands/start.ts,439,start,"name: 'daemon',",runtime,declared in command options[]
cli_option,--dangerously-skip-permissions,v3/@claude-flow/cli/src/commands/hive-mind.ts,545,spawn,"name: 'dangerously-skip-permissions',",runtime,declared in command options[]
cli_option,--data,v3/@claude-flow/cli/src/commands/neural.ts,18,train,"{ name: 'data', short: 'd', type: 'string', description: 'Training data file or inline JSON' },",runtime,declared in command options[]
cli_option,--database,v3/@claude-flow/cli/src/commands/ruvector/backup.ts,92,,"name: 'database',",runtime,declared in command options[]
cli_option,--database,v3/@claude-flow/cli/src/commands/ruvector/backup.ts,434,,"name: 'database',",runtime,declared in command options[]
cli_option,--database,v3/@claude-flow/cli/src/commands/ruvector/backup.ts,740,backup,"name: 'database',",runtime,declared in command options[]
cli_option,--database,v3/@claude-flow/cli/src/commands/ruvector/benchmark.ts,123,benchmark,"name: 'database',",runtime,declared in command options[]
cli_option,--database,v3/@claude-flow/cli/src/commands/ruvector/import.ts,146,import,"name: 'database',",runtime,declared in command options[]
cli_option,--database,v3/@claude-flow/cli/src/commands/ruvector/index.ts,62,ruvector,"name: 'database',",runtime,declared in command options[]
cli_option,--database,v3/@claude-flow/cli/src/commands/ruvector/init.ts,55,init,"name: 'database',",runtime,declared in command options[]
cli_option,--database,v3/@claude-flow/cli/src/commands/ruvector/migrate.ts,227,migrate,"name: 'database',",runtime,declared in command options[]
cli_option,--database,v3/@claude-flow/cli/src/commands/ruvector/optimize.ts,90,optimize,"name: 'database',",runtime,declared in command options[]
cli_option,--database,v3/@claude-flow/cli/src/commands/ruvector/status.ts,70,status,"name: 'database',",runtime,declared in command options[]
cli_option,--db-path,v3/@claude-flow/cli/src/commands/embeddings.ts,119,search,"{ name: 'db-path', type: 'string', description: 'Database path', default: '.swarm/memory.db' },",runtime,declared in command options[]
cli_option,--db-path,v3/@claude-flow/cli/src/commands/embeddings.ts,408,collections,"{ name: 'db-path', type: 'string', description: 'Database path', default: '.swarm/memory.db' },",runtime,declared in command options[]
cli_option,--db-path,v3/@claude-flow/cli/src/commands/embeddings.ts,1306,cache,"{ name: 'db-path', type: 'string', description: 'SQLite database path', default: '.cache/embeddings.db' },",runtime,declared in command options[]
cli_option,--decay-rate,v3/@claude-flow/cli/src/commands/embeddings.ts,1072,neural,"{ name: 'decay-rate', type: 'string', description: 'Memory decay rate (hippocampal dynamics)', default: '0.01' },",runtime,declared in command options[]
cli_option,--dependencies,v3/@claude-flow/cli/src/commands/task.ts,112,create,"name: 'dependencies',",runtime,declared in command options[]
cli_option,--deployment,v3/@claude-flow/cli/src/commands/deployment.ts,243,logs,"{ name: 'deployment', short: 'd', type: 'string', description: 'Deployment ID' },",runtime,declared in command options[]
cli_option,--depth,v3/@claude-flow/cli/src/commands/analyze.ts,1693,dependencies,"name: 'depth',",runtime,declared in command options[]
cli_option,--depth,v3/@claude-flow/cli/src/commands/hooks.ts,785,pretrain,"name: 'depth',",runtime,declared in command options[]
cli_option,--depth,v3/@claude-flow/cli/src/commands/performance.ts,579,bottleneck,"{ name: 'depth', short: 'd', type: 'string', description: 'Analysis depth: quick, full', default: 'quick' },",runtime,declared in command options[]
cli_option,--depth,v3/@claude-flow/cli/src/commands/security.ts,17,scan,"{ name: 'depth', short: 'd', type: 'string', description: 'Scan depth: quick, standard, deep', default: 'standard' },",runtime,declared in command options[]
cli_option,--description,v3/@claude-flow/cli/src/commands/hive-mind.ts,891,task,"name: 'description',",runtime,declared in command options[]
cli_option,--description,v3/@claude-flow/cli/src/commands/hooks.ts,1453,pre-task,"name: 'description',",runtime,declared in command options[]
cli_option,--description,v3/@claude-flow/cli/src/commands/session.ts,161,save,"name: 'description',",runtime,declared in command options[]
cli_option,--description,v3/@claude-flow/cli/src/commands/task.ts,82,create,"name: 'description',",runtime,declared in command options[]
cli_option,--description,v3/@claude-flow/cli/src/commands/transfer-store.ts,294,publish,"{ name: 'description', short: 'd', type: 'string', description: 'Pattern description', required: true },",runtime,declared in command options[]
cli_option,--detach,v3/@claude-flow/cli/src/commands/process.ts,77,daemon,"name: 'detach',",runtime,declared in command options[]
cli_option,--detailed,v3/@claude-flow/cli/src/commands/agent.ts,633,health,"name: 'detailed',",runtime,declared in command options[]
cli_option,--detailed,v3/@claude-flow/cli/src/commands/hive-mind.ts,716,status,"name: 'detailed',",runtime,declared in command options[]
cli_option,--detailed,v3/@claude-flow/cli/src/commands/hooks.ts,3071,progress,"name: 'detailed',",runtime,declared in command options[]
cli_option,--detailed,v3/@claude-flow/cli/src/commands/hooks.ts,4108,model-stats,"{ name: 'detailed', short: 'd', type: 'boolean', description: 'Show detailed breakdown' },",runtime,declared in command options[]
cli_option,--detailed,v3/@claude-flow/cli/src/commands/progress.ts,26,check,"name: 'detailed',",runtime,declared in command options[]
cli_option,--detailed,v3/@claude-flow/cli/src/commands/progress.ts,239,progress,"name: 'detailed',",runtime,declared in command options[]
cli_option,--dev,v3/@claude-flow/cli/src/commands/plugins.ts,209,install,"{ name: 'dev', short: 'd', type: 'boolean', description: 'Install as dev dependency' },",runtime,declared in command options[]
cli_option,--dim,v3/@claude-flow/cli/src/commands/neural.ts,22,train,"{ name: 'dim', type: 'number', description: 'Embedding dimension (max 256)', default: '256' },",runtime,declared in command options[]
cli_option,--dim,v3/@claude-flow/cli/src/commands/neural.ts,1524,benchmark,"{ name: 'dim', short: 'd', type: 'number', description: 'Embedding dimension (max 256)', default: '256' },",runtime,declared in command options[]
cli_option,--dimension,v3/@claude-flow/cli/src/commands/benchmark.ts,92,neural,"{ name: 'dimension', short: 'd', type: 'number', description: 'Embedding dimension', default: '384' },",runtime,declared in command options[]
cli_option,--dimensions,v3/@claude-flow/cli/src/commands/ruvector/benchmark.ts,61,benchmark,"name: 'dimensions',",runtime,declared in command options[]
cli_option,--dimensions,v3/@claude-flow/cli/src/commands/ruvector/init.ts,94,init,"name: 'dimensions',",runtime,declared in command options[]
cli_option,--disable,v3/@claude-flow/cli/src/commands/config.ts,253,providers,"name: 'disable',",runtime,declared in command options[]
cli_option,--disable,v3/@claude-flow/cli/src/commands/daemon.ts,562,enable,"{ name: 'disable', short: 'd', type: 'boolean', description: 'Disable instead of enable' },",runtime,declared in command options[]
cli_option,--disable,v3/@claude-flow/cli/src/commands/mcp.ts,491,toggle,"name: 'disable',",runtime,declared in command options[]
cli_option,--disable,v3/@claude-flow/cli/src/commands/plugins.ts,378,toggle,"{ name: 'disable', short: 'd', type: 'boolean', description: 'Disable the plugin' },",runtime,declared in command options[]
cli_option,--domains,v3/@claude-flow/cli/src/commands/swarm.ts,675,coordinate,"name: 'domains',",runtime,declared in command options[]
cli_option,--down,v3/@claude-flow/cli/src/commands/ruvector/migrate.ts,190,migrate,"name: 'down',",runtime,declared in command options[]
cli_option,--download,v3/@claude-flow/cli/src/commands/embeddings.ts,662,init,"{ name: 'download', short: 'd', type: 'boolean', description: 'Download model during init', default: 'true' },",runtime,declared in command options[]
cli_option,--download,v3/@claude-flow/cli/src/commands/embeddings.ts,1230,models,"{ name: 'download', short: 'd', type: 'string', description: 'Model ID to download' },",runtime,declared in command options[]
cli_option,--drift-threshold,v3/@claude-flow/cli/src/commands/embeddings.ts,1071,neural,"{ name: 'drift-threshold', type: 'string', description: 'Semantic drift detection threshold', default: '0.3' },",runtime,declared in command options[]
cli_option,--dry-run,v3/@claude-flow/cli/src/commands/deployment.ts,18,deploy,"{ name: 'dry-run', short: 'd', type: 'boolean', description: 'Simulate deployment without changes' },",runtime,declared in command options[]
cli_option,--dry-run,v3/@claude-flow/cli/src/commands/hive-mind.ts,557,spawn,"name: 'dry-run',",runtime,declared in command options[]
